-3.222254018578231626e+04,-3.233855229091048386e+04,-3.241615035571158296e+04,-3.220125229091048823e+04,-3.221715035571157932e+04,-3.232183825058340881e+04,-3.242167456596792181e+04,-3.234643631538451154e+04,-3.236536246083974765e+04,-3.239476439603864856e+04,-3.246456246083974838e+04,-3.263195035571158223e+04,-3.227577650116681616e+04,-3.232827456596791671e+04,-3.252176246083974547e+04,-3.230704018578231262e+04,-3.216969054149389194e+04,-3.234555035571158078e+04,-3.220777650116681980e+04,-3.239795229091048168e+04,-3.254565229091048241e+04,-3.237718667109608941e+04,-3.248087650116681834e+04,-3.232937650116682198e+04,-3.228047456596791017e+04,-3.234936439603864710e+04,-3.262365229091048241e+04,-3.231985035571157277e+04,-3.256436439603864346e+04,-3.233305035571157714e+04,-3.224256246083974838e+04,-3.264658667109608723e+04
-3.222467456596791817e+04,-3.212834018578231553e+04,-3.242125229091048459e+04,-3.232534018578231553e+04,-3.218526439603864856e+04,-3.229237456596791890e+04,-3.245486246083974402e+04,-3.236496439603864928e+04,-3.250717650116682125e+04,-3.224326439603864856e+04,-3.232706439603864783e+04,-3.257049054149389121e+04,-3.238505229091048022e+04,-3.221828667109608796e+04,-3.232417456596791817e+04,-3.250786246083974765e+04,-3.219818860629498886e+04,-3.219747650116681689e+04,-3.235757650116682271e+04,-3.218728860629499104e+04,-3.247887456596791890e+04,-3.245667650116682125e+04,-3.241496246083974984e+04,-3.236778667109608068e+04,-3.230688667109608286e+04,-3.227227456596791671e+04,-3.228691281655133207e+04,-3.251226246083974547e+04,-3.210208667109608723e+04,-3.238768667109608577e+04,-3.227027650116681980e+04,-3.234597456596791380e+04
-3.237524018578231698e+04,-3.228685035571158369e+04,-3.218023825058341390e+04,-3.234814018578231480e+04,-3.234994018578231407e+04,-3.227786246083975129e+04,-3.223993825058341099e+04,-3.218278860629499104e+04,-3.220827456596792035e+04,-3.252657650116681907e+04,-3.216428667109608796e+04,-3.220468667109608577e+04,-3.231056439603865510e+04,-3.243617456596791817e+04,-3.217485229091048313e+04,-3.251968860629498886e+04,-3.260457456596791963e+04,-3.244427650116682344e+04,-3.230338667109608650e+04,-3.234117456596791817e+04,-3.236687456596792254e+04,-3.230258667109608359e+04,-3.232839054149388903e+04,-3.239117456596791817e+04,-3.229206439603864783e+04,-3.253096246083974984e+04,-3.234457650116681907e+04,-3.236328667109608432e+04,-3.257188860629498959e+04,-3.219979054149389412e+04,-3.206759054149389704e+04,-3.224657456596791599e+04
-3.229495035571158223e+04,-3.252275229091048459e+04,-3.235135229091048313e+04,-3.248676246083974547e+04,-3.231136439603865801e+04,-3.243736439603865438e+04,-3.214306439603865147e+04,-3.264736439603865074e+04,-3.252757456596791235e+04,-3.228117456596791817e+04,-3.245436439603865438e+04,-3.230567650116682125e+04,-3.230677456596792035e+04,-3.239657650116682271e+04,-3.261047456596791744e+04,-3.249737456596792254e+04,-3.226617456596791817e+04,-3.246627456596791671e+04,-3.249917456596791453e+04,-3.254107456596791599e+04,-3.264107456596791963e+04,-3.225926439603865219e+04,-3.245567650116682125e+04,-3.232807650116681907e+04,-3.244267650116681762e+04,-3.234997456596791380e+04,-3.226407456596791963e+04,-3.254887456596791526e+04,-3.237847650116682053e+04,-3.230367650116681762e+04,-3.236708667109608723e+04,-3.282547650116682053e+04
-3.222165035571157932e+04,-3.233926439603865583e+04,-3.241716439603865001e+04,-3.220567456596791817e+04,-3.222126246083974547e+04,-3.232685035571157641e+04,-3.242668667109608577e+04,-3.235334018578231553e+04,-3.236707650116682271e+04,-3.239798667109608868e+04,-3.246718667109608941e+04,-3.263576439603865219e+04,-3.227789054149388903e+04,-3.233288860629498959e+04,-3.252477650116682344e+04,-3.231116246083975057e+04,-3.217480264662206173e+04,-3.235086439603865074e+04,-3.221138860629498959e+04,-3.240237456596791890e+04,-3.254867456596791453e+04,-3.237798860629498813e+04,-3.248319054149389194e+04,-3.233508860629499031e+04,-3.228427650116682344e+04,-3.235477650116681616e+04,-3.263016439603865001e+04,-3.232656246083974838e+04,-3.257257650116681907e+04,-3.234246439603865292e+04,-3.224966439603865365e+04,-3.264810071142315792e+04
-3.222277650116681616e+04,-3.212885229091048313e+04,-3.242446246083974620e+04,-3.232795229091047804e+04,-3.218937650116682198e+04,-3.229698860629498813e+04,-3.245887456596791890e+04,-3.236717456596791817e+04,-3.251108860629499031e+04,-3.224707650116682271e+04,-3.232848860629498813e+04,-3.257420071142316374e+04,-3.239046246083974620e+04,-3.222149054149389121e+04,-3.232868860629498522e+04,-3.251207456596791963e+04,-3.220100071142315937e+04,-3.219838860629499322e+04,-3.236088860629499322e+04,-3.219259054149388976e+04,-3.248268667109608577e+04,-3.246108860629498668e+04,-3.241836439603865438e+04,-3.237129054149389049e+04,-3.230889054149389267e+04,-3.227827650116681616e+04,-3.228951475175023006e+04,-3.251487456596791526e+04,-3.210499054149389121e+04,-3.239498860629498813e+04,-3.227728860629499468e+04,-3.235007650116681907e+04
-3.237544018578231044e+04,-3.228976246083975275e+04,-3.218114018578231480e+04,-3.235244018578231771e+04,-3.235414018578231116e+04,-3.227997456596791744e+04,-3.224395035571158223e+04,-3.218360071142316156e+04,-3.221258667109609087e+04,-3.253138860629498959e+04,-3.216638667109608650e+04,-3.220869054149389194e+04,-3.231377650116681980e+04,-3.244088667109609014e+04,-3.217837456596791890e+04,-3.252119054149388830e+04,-3.260788667109608650e+04,-3.244828860629498740e+04,-3.230479054149389049e+04,-3.234398667109608505e+04,-3.237147650116682053e+04,-3.230739054149389267e+04,-3.232960071142315428e+04,-3.239307650116681543e+04,-3.229727650116682344e+04,-3.253257456596791599e+04,-3.234718667109608577e+04,-3.236509054149389340e+04,-3.257319054149389194e+04,-3.220450264662206246e+04,-3.207560071142316156e+04,-3.225257650116681907e+04
-3.229515229091048241e+04,-3.252675229091048459e+04,-3.235656246083974838e+04,-3.248707456596791599e+04,-3.231397456596791744e+04,-3.244027650116682344e+04,-3.214577650116681980e+04,-3.264937650116681471e+04,-3.253218667109608577e+04,-3.228587650116681471e+04,-3.245687650116682198e+04,-3.230958667109608359e+04,-3.230968667109608214e+04,-3.240038667109608650e+04,-3.261488667109607923e+04,-3.250027650116682344e+04,-3.227158667109608359e+04,-3.246797650116682053e+04,-3.250247650116682053e+04,-3.254448667109608505e+04,-3.264688667109609014e+04,-3.226418667109608577e+04,-3.246088667109608286e+04,-3.232937650116682198e+04,-3.244387650116682198e+04,-3.235428667109608796e+04,-3.226657650116681907e+04,-3.255107650116682271e+04,-3.238117650116682125e+04,-3.230737650116681834e+04,-3.237388667109608650e+04,-3.283288667109608650e+04
-3.222405229091048022e+04,-3.234287456596792254e+04,-3.242236439603865438e+04,-3.220936439603865074e+04,-3.222376439603864856e+04,-3.232896246083974984e+04,-3.242908667109608723e+04,-3.235355035571157714e+04,-3.237078667109608796e+04,-3.240158860629499031e+04,-3.247028860629499104e+04,-3.263797650116682053e+04,-3.228000071142315574e+04,-3.233670071142315646e+04,-3.252818860629499250e+04,-3.231526439603865219e+04,-3.217921281655132771e+04,-3.235347650116682053e+04,-3.221330071142315865e+04,-3.240717456596791453e+04,-3.255297456596792108e+04,-3.238290071142315719e+04,-3.248780071142315501e+04,-3.233860071142315428e+04,-3.228988860629498595e+04,-3.235728667109608432e+04,-3.263297650116682053e+04,-3.232946246083974620e+04,-3.257408860629498668e+04,-3.234546439603864928e+04,-3.225336439603865074e+04,-3.265490071142315355e+04
-3.222778860629499104e+04,-3.213256439603865147e+04,-3.242807456596791599e+04,-3.233057456596791963e+04,-3.219268667109608941e+04,-3.229848860629498813e+04,-3.246287650116681834e+04,-3.237057650116681907e+04,-3.251130071142315865e+04,-3.224888667109608650e+04,-3.233118860629498886e+04,-3.257701281655133062e+04,-3.239107650116682271e+04,-3.222510264662206100e+04,-3.233109054149388976e+04,-3.251478667109609160e+04,-3.220370071142316010e+04,-3.220299054149389121e+04,-3.236530071142315501e+04,-3.219460071142315792e+04,-3.248578860629498740e+04,-3.246129054149389049e+04,-3.242067456596791817e+04,-3.237080071142315865e+04,-3.231159054149389340e+04,-3.227918860629498886e+04,-3.229121475175023079e+04,-3.251597650116681689e+04,-3.210590264662206027e+04,-3.239469054149389194e+04,-3.228019054149388830e+04,-3.235548667109608505e+04
